x,y,z,som,picos
-24.4492,2.2773,-1.2188,27551,0
-0.6953,-13.3164,4.9492,27358,0
-24.5664,7.8711,-1.7930,27513,0
-6.8633,-13.1953,4.1055,27396,0
4.2852,3.9258,0.2344,27407,0
-13.3750,-11.2070,2.5742,27497,0
7.0391,-2.0117,1.9609,27346,0
-19.3945,13.8086,-1.7578,27346,0
-18.9297,-7.5664,1.1953,27538,0
-13.7227,13.4648,-1.4883,27343,0
-22.7617,-2.3555,-0.3008,27472,0
2.9805,-11.9336,4.7578,27389,0
-24.6328,3.5820,-1.2578,27386,0
-2.1133,-13.5000,4.7930,27491,0
0.3008,7.6406,-0.9141,27313,0
-24.2891,9.2109,-1.8711,27524,0
4.9688,2.4297,0.4648,27335,0
-21.9570,12.6211,-1.7188,27426,0
-14.8320,-10.3242,2.3828,27447,0
-17.9336,13.7695,-1.7188,27336,0
-20.0430,-6.0742,0.8867,27499,0
5.5859,-9.1719,4.1445,27318,0
-23.1055,-0.5938,-0.4922,27477,0
1.7188,-12.6289,4.9844,27355,0
-4.9883,10.4414,-1.4102,27394,0
-24.1797,5.3438,-1.4492,27448,0
1.5273,6.2188,-0.7227,27320,0
-23.5234,10.3984,-1.9102,27500,0
-10.1562,-12.2070,3.7227,27500,0
-21.0000,13.1953,-1.9102,27300,0
-16.1328,-9.1758,2.1523,27431,0
6.3906,-5.4609,2.8789,27364,0
-16.2539,13.5781,-1.9102,27332,0
4.2852,-10.5156,4.6797,27459,0
